# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(*)rho_adm            16:(*)rho_adr            17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f             22:rel. alpha            23:rel. m_e           
       2.316960062860e+02       4.150778918554e-03       7.391790320678e+02       5.024961469793e-01       1.228672528456e+04       5.280161649814e+01       2.859071904050e+06       3.078126801432e+02       8.067422285518e-03       3.136110576837e-02       1.992092650219e-01       4.101823065655e-08       6.604114021487e-03       2.525023777291e-01       5.774885225214e-03       1.485544388344e-03       2.525023777291e-01       5.385652546886e-03      -4.224332900942e-05       5.706459344773e-03       9.564325496055e-01       1.014080000000e+00       9.724000000000e-01 
       2.292081564247e+02       4.221125159972e-03       7.441709280383e+02       4.942899693008e-01       1.228173338859e+04       5.335055707554e+01       2.827355201087e+06       3.092662609149e+02       7.727907222670e-03       3.036593785876e-02       1.928878467240e-01       4.101823065655e-08       6.326181850874e-03       2.443225737514e-01       5.591633381347e-03       1.423025695443e-03       2.443225737514e-01       5.158997238098e-03      -4.023486317544e-05       5.765442019224e-03       9.568779335047e-01       1.014080000000e+00       9.724000000000e-01 
       2.267469052018e+02       4.292639163099e-03       7.491914341018e+02       4.862194719832e-01       1.227671288253e+04       5.390507006735e+01       2.795983365047e+06       3.107223179502e+02       7.402680550068e-03       2.940234916628e-02       1.867670231590e-01       4.101823065655e-08       6.059946372840e-03       2.364093749356e-01       5.414196586085e-03       1.363138083102e-03       2.364093749356e-01       4.941880650439e-03      -3.832202153329e-05       5.825062096678e-03       9.573189722879e-01       1.014080000000e+00       9.724000000000e-01 
       2.243119682403e+02       4.365340065006e-03       7.542406970045e+02       4.782823695066e-01       1.227166361962e+04       5.446520979542e+01       2.764952683720e+06       3.121808345945e+02       7.091140945068e-03       2.846933760178e-02       1.808404289441e-01       4.101823065655e-08       5.804915335562e-03       2.287540249809e-01       5.242390313099e-03       1.305770823081e-03       2.287540249809e-01       4.733901349673e-03      -3.650024395576e-05       5.885326465816e-03       9.577557040790e-01       1.014080000000e+00       9.724000000000e-01 
       2.219030642033e+02       4.439247314539e-03       7.593188642984e+02       4.704764158948e-01       1.226658545233e+04       5.503103107252e+01       2.734259484636e+06       3.136417942263e+02       6.792712391507e-03       2.756593287498e-02       1.751019006864e-01       4.101823065655e-08       5.560617203491e-03       2.213480579132e-01       5.076035891551e-03       1.250817847102e-03       2.213480579132e-01       4.534674795803e-03      -3.476518819512e-05       5.946242089758e-03       9.581881667551e-01       1.014080000000e+00       9.724000000000e-01 
       2.195199147620e+02       4.514380677386e-03       7.644260843458e+02       4.627994040056e-01       1.226147823228e+04       5.560258920612e+01       2.703900134640e+06       3.151051802584e+02       6.506843114693e-03       2.669119548535e-02       1.695454705732e-01       4.101823065655e-08       5.326600285509e-03       2.141832883480e-01       4.914960320281e-03       1.198177550742e-03       2.141832883480e-01       4.343832632084e-03      -3.311271944975e-05       6.007816006862e-03       9.586163979464e-01       1.014080000000e+00       9.724000000000e-01 
       2.171622445635e+02       4.590760241336e-03       7.695625063242e+02       4.552491648357e-01       1.225634181031e+04       5.617994000213e+01       2.673871039473e+06       3.165709761389e+02       6.233004561207e-03       2.584421574515e-02       1.641653601657e-01       4.101823065655e-08       5.102431899784e-03       2.072518020836e-01       4.758996087902e-03       1.147752605568e-03       2.072518020836e-01       4.161022003956e-03      -3.153890043159e-05       6.070055331555e-03       9.590404350352e-01       1.014080000000e+00       9.724000000000e-01 
       2.148297811983e+02       4.668406421411e-03       7.747282802307e+02       4.478235668370e-01       1.225117603640e+04       5.676313976865e+01       2.644168643358e+06       3.180391653529e+02       5.970690421642e-03       2.502411283334e-02       1.589559743898e-01       4.101823065655e-08       4.887697573772e-03       2.005459470146e-01       4.607980998587e-03       1.099449779185e-03       2.005459470146e-01       3.985904906636e-03      -3.003998191048e-05       6.132967255139e-03       9.594603151559e-01       1.014080000000e+00       9.724000000000e-01 
       2.125222551699e+02       4.747339965197e-03       7.799235568868e+02       4.405205152472e-01       1.224598075974e+04       5.735224531981e+01       2.614789428587e+06       3.195097314233e+02       5.719415694473e-03       2.423003387955e-02       1.539118957173e-01       4.101823065655e-08       4.682000277881e-03       1.940583243537e-01       4.461758003399e-03       1.053179762857e-03       1.940583243537e-01       3.818157560173e-03      -2.861239371229e-05       6.196559046625e-03       9.598760751956e-01       1.014080000000e+00       9.724000000000e-01 
       2.102393998627e+02       4.827581958349e-03       7.851484879429e+02       4.333379514322e-01       1.224075582869e+04       5.794731397950e+01       2.585729915118e+06       3.209826579120e+02       5.478715789318e-03       2.346115307721e-02       1.490278785320e-01       4.101823065655e-08       4.484959691391e-03       1.877817801514e-01       4.320175036962e-03       1.008857006378e-03       1.877817801514e-01       3.657469810798e-03      -2.725273614898e-05       6.260838053582e-03       9.602877517921e-01       1.014080000000e+00       9.724000000000e-01 
       2.079809515119e+02       4.909153829993e-03       7.904032258831e+02       4.262738522402e-01       1.223550109075e+04       5.854840358524e+01       2.556986660169e+06       3.224579284217e+02       5.248145667945e-03       2.271667082466e-02       1.442988436743e-01       4.101823065655e-08       4.296211499267e-03       1.817093971037e-01       4.183084859326e-03       9.663995598968e-04       1.817093971037e-01       3.503544557472e-03      -2.595777186000e-05       6.325811702977e-03       9.606953813358e-01       1.014080000000e+00       9.724000000000e-01 
       2.057466491724e+02       4.992077358303e-03       7.956879240299e+02       4.193262293691e-01       1.223021639260e+04       5.915557249201e+01       2.528556257824e+06       3.239355265963e+02       5.027279021422e-03       2.199581289367e-02       1.397198731598e-01       4.101823065655e-08       4.115406718562e-03       1.758344866369e-01       4.050344902836e-03       9.257289223992e-04       1.758344866369e-01       3.356097202564e-03      -2.472441804499e-05       6.391487502030e-03       9.610989999696e-01       1.014080000000e+00       9.724000000000e-01 
       2.035362346893e+02       5.076374676301e-03       8.010027365489e+02       4.124931287448e-01       1.222490158008e+04       5.976887957604e+01       2.500435338637e+06       3.254154361224e+02       4.815707481901e-03       2.129782962423e-02       1.352862050637e-01       4.101823065655e-08       3.942211053175e-03       1.701505812617e-01       3.921817123876e-03       8.867698965610e-04       1.701505812617e-01       3.214855125648e-03      -2.354973906906e-05       6.457873039094e-03       9.614986435872e-01       1.014080000000e+00       9.724000000000e-01 
       2.013494526674e+02       5.162068277501e-03       8.063478184535e+02       4.057726299113e-01       1.221955649818e+04       6.038838423872e+01       2.472620569245e+06       3.268976407305e+02       4.613039867574e-03       2.062199514496e-02       1.309932285696e-01       4.101823065655e-08       3.776304275755e-03       1.646514271852e-01       3.797367859304e-03       8.494504497157e-04       1.646514271852e-01       3.079557179451e-03      -2.243093942283e-05       6.524975984522e-03       9.618943478350e-01       1.014080000000e+00       9.724000000000e-01 
       1.991860504424e+02       5.249181021790e-03       8.117233256098e+02       3.991628454323e-01       1.221418099102e+04       6.101414641043e+01       2.445108651981e+06       3.283821241958e+02       4.418901459402e-03       1.996760661823e-02       1.268364791740e-01       4.101823065655e-08       3.617379635623e-03       1.593309771736e-01       3.676867687453e-03       8.137015806699e-04       1.593309771736e-01       2.949953207001e-03      -2.136535701993e-05       6.592804091551e-03       9.622861481121e-01       1.014080000000e+00       9.724000000000e-01 
       1.970457780511e+02       5.337736141491e-03       8.171294147414e+02       3.926619203035e-01       1.220877490189e+04       6.164622655443e+01       2.417896324495e+06       3.298688703398e+02       4.232933308286e-03       1.933398350925e-02       1.228116340434e-01       4.101823065655e-08       3.465143291613e-03       1.541833836565e-01       3.560191293532e-03       7.794571921251e-04       1.541833836565e-01       2.825803579110e-03      -2.035045681596e-05       6.661365197211e-03       9.626740795685e-01       1.014080000000e+00       9.724000000000e-01 
       1.949283882028e+02       5.427757247304e-03       8.225662434340e+02       3.862680313765e-01       1.220333807320e+04       6.228468567079e+01       2.390980359375e+06       3.313578630306e+02       4.054791571392e-03       1.872046687832e-02       1.189145075190e-01       4.101823065655e-08       3.319313768775e-03       1.492029920635e-01       3.447217339311e-03       7.466539684675e-04       1.492029920635e-01       2.706878751314e-03      -1.938382473336e-05       6.730667223217e-03       9.630581771080e-01       1.014080000000e+00       9.724000000000e-01 
       1.928336362507e+02       5.519268334468e-03       8.280339701406e+02       3.799793867925e-01       1.219787034649e+04       6.292958530021e+01       2.364357563775e+06       3.328490861848e+02       3.884146876411e-03       1.812641869558e-02       1.151410467634e-01       4.101823065655e-08       3.179621437949e-03       1.443843343872e-01       3.337828336932e-03       7.152312587024e-04       1.443843343872e-01       2.592958839457e-03      -1.846316187739e-05       6.800718176886e-03       9.634384753878e-01       1.014080000000e+00       9.724000000000e-01 
       1.907612801637e+02       5.612293789132e-03       8.335327541857e+02       3.737942254273e-01       1.219237156244e+04       6.358098752802e+01       2.338024779045e+06       3.343425237678e+02       3.720683712567e-03       1.755122117751e-02       1.114873275462e-01       4.101823065655e-08       3.045808017239e-03       1.397221229628e-01       3.231910526724e-03       6.851309643140e-04       1.397221229628e-01       2.483833213143e-03      -1.758627902946e-05       6.871526152073e-03       9.638150088165e-01       1.014080000000e+00       9.724000000000e-01 
       1.887110804981e+02       5.706858394584e-03       8.390627557712e+02       3.677108163463e-01       1.218684156086e+04       6.423895498807e+01       2.311978880370e+06       3.358381597953e+02       3.564099847262e-03       1.699427614441e-02       1.079495501629e-01       4.101823065655e-08       2.917626094463e-03       1.352112444580e-01       3.129353758902e-03       6.562974318453e-04       1.352112444580e-01       2.379300106293e-03      -1.675109140423e-05       6.943099330095e-03       9.641878115571e-01       1.014080000000e+00       9.724000000000e-01 
       1.866828003706e+02       5.802987337726e-03       8.446241359802e+02       3.617274582692e-01       1.218128018065e+04       6.490355086664e+01       2.286216776404e+06       3.373359783340e+02       3.414105767268e-03       1.645500439836e-02       1.045240354833e-01       4.101823065655e-08       2.794838669711e-03       1.308467540659e-01       3.030051379016e-03       6.286773499983e-04       1.308467540659e-01       2.279166244095e-03      -1.595561365799e-05       7.015445980675e-03       9.645569175263e-01       1.014080000000e+00       9.724000000000e-01 
       1.846762054302e+02       5.900706215753e-03       8.502170567826e+02       3.558424790452e-01       1.217568725985e+04       6.557483890645e+01       2.260735408913e+06       3.388359635026e+02       3.270424143433e-03       1.593284512086e-02       1.012072211253e-01       4.101823065655e-08       2.677218717139e-03       1.266238698931e-01       2.933900117031e-03       6.022196510653e-04       1.266238698931e-01       2.183246485649e-03      -1.519795513613e-05       7.088574462910e-03       9.649223603945e-01       1.014080000000e+00       9.724000000000e-01 
       1.826910638315e+02       6.000041042694e-03       8.558416810402e+02       3.500542351376e-01       1.217006263559e+04       6.625288341054e+01       2.235531752428e+06       3.403380994727e+02       3.132789317921e-03       1.542725528961e-02       9.799565775033e-02       4.101823065655e-08       2.564548765222e-03       1.225379675378e-01       2.840799979937e-03       5.768754165076e-04       1.225379675378e-01       2.091363481653e-03      -1.447631534828e-05       7.162493226227e-03       9.652841735869e-01       1.014080000000e+00       9.724000000000e-01 
       1.807271462080e+02       6.101018256210e-03       8.614981725108e+02       3.443611111176e-01       1.216440614412e+04       6.693774924631e+01       2.210602813886e+06       3.418423704701e+02       3.000946813027e-03       1.493770911382e-02       9.488600547614e-02       4.101823065655e-08       2.456620494656e-03       1.185845748501e-01       2.750654147755e-03       5.525977865089e-04       1.185845748501e-01       2.003347346500e-03      -1.378897966017e-05       7.237210811353e-03       9.656423902846e-01       1.014080000000e+00       9.724000000000e-01 
       1.787842256452e+02       6.203664724604e-03       8.671866958541e+02       3.387615191681e-01       1.215871762078e+04       6.762950184944e+01       2.185945632290e+06       3.433487607752e+02       2.874652860662e-03       1.446369748735e-02       9.187503040344e-02       4.101823065655e-08       2.353234353195e-03       1.147593668691e-01       2.663368872852e-03       5.293418733341e-04       1.147593668691e-01       1.919035344166e-03      -1.313431519181e-05       7.312735851324e-03       9.659970434229e-01       1.014080000000e+00       9.724000000000e-01 
       1.768620776549e+02       6.308007753680e-03       8.729074166364e+02       3.332538985961e-01       1.215299689999e+04       6.832820722790e+01       2.161557278367e+06       3.448572547239e+02       2.753673951649e-03       1.400472745932e-02       8.895960125286e-02       4.101823065655e-08       2.254199186688e-03       1.110581609295e-01       2.578853382445e-03       5.070646783351e-04       1.110581609295e-01       1.838271587327e-03      -1.251076691205e-05       7.389077072459e-03       9.663481656937e-01       1.014080000000e+00       9.724000000000e-01 
       1.749604801489e+02       6.414075093886e-03       8.786605013353e+02       3.278367153545e-01       1.214724381529e+04       6.903393196595e+01       2.137434854225e+06       3.463678367089e+02       2.637786403970e-03       1.356032172142e-02       8.613668610848e-02       4.101823065655e-08       2.159331885653e-03       1.074769119344e-01       2.497019784206e-03       4.857250124493e-04       1.074769119344e-01       1.760906749127e-03      -1.191685392012e-05       7.466243295376e-03       9.666957895461e-01       1.014080000000e+00       9.724000000000e-01 
       1.730792134133e+02       6.521894947667e-03       8.844461173452e+02       3.225084615718e-01       1.214145819928e+04       6.974674322808e+01       2.113575493022e+06       3.478804911803e+02       2.526775949201e-03       1.313001811157e-02       8.340334926480e-02       4.101823065655e-08       2.068457046712e-03       1.040117077854e-01       2.417782974852e-03       4.652834200431e-04       1.040117077854e-01       1.686797787088e-03      -1.135116590520e-05       7.544243436020e-03       9.670399471859e-01       1.014080000000e+00       9.724000000000e-01 
       1.712180600835e+02       6.631495976663e-03       8.902644329824e+02       3.172676550919e-01       1.213563988365e+04       7.046670876310e+01       2.089976358633e+06       3.493952026461e+02       2.420437336342e-03       1.271336913325e-02       8.075674817379e-02       4.101823065655e-08       1.981406648287e-03       1.006587649675e-01       2.341060551646e-03       4.457021059620e-04       1.006587649675e-01       1.615807678633e-03      -1.081235977540e-05       7.623086506682e-03       9.673806705770e-01       1.014080000000e+00       9.724000000000e-01 
       1.693768051185e+02       6.742907309212e-03       8.961156174898e+02       3.121128390209e-01       1.212978869914e+04       7.119389690809e+01       2.066634645322e+06       3.509119556736e+02       2.318573952316e-03       1.230994149018e-02       7.819413048868e-02       4.101823065655e-08       1.898019739940e-03       9.741442428169e-02       2.266772726700e-03       4.269448656488e-04       9.741442428169e-02       1.547805167737e-03      -1.029915644814e-05       7.702781617041e-03       9.677179914419e-01       1.014080000000e+00       9.724000000000e-01 
       1.675552357769e+02       6.856158548064e-03       9.019998410424e+02       3.070425812831e-01       1.212390447559e+04       7.192837659244e+01       2.043547577419e+06       3.524307348897e+02       2.220997458452e-03       1.191931563564e-02       7.571283120170e-02       4.101823065655e-08       1.818142144781e-03       9.427514672100e-02       2.194842243998e-03       4.089770182047e-04       9.427514672100e-02       1.482664522249e-03      -9.810337794007e-06       7.783337975226e-03       9.680519412614e-01       1.014080000000e+00       9.724000000000e-01 
       1.657531415912e+02       6.971279777928e-03       9.079172747521e+02       3.020554741848e-01       1.211798704188e+04       7.267021734188e+01       2.020712408995e+06       3.539515249818e+02       2.127527442255e-03       1.154108533621e-02       7.331026987258e-02       4.101823065655e-08       1.741626174413e-03       9.123750948502e-02       2.125194299056e-03       3.917653422659e-04       9.123750948502e-02       1.420265301414e-03      -9.344743726958e-06       7.864764888869e-03       9.683825512766e-01       1.014080000000e+00       9.724000000000e-01 
       1.639703143447e+02       7.088301573364e-03       9.138680906735e+02       2.971501339861e-01       1.211203622596e+04       7.341948928248e+01       1.998126423550e+06       3.554743106986e+02       2.037991083837e-03       1.117485724931e-02       7.098394794501e-02       4.101823065655e-08       1.668330355855e-03       8.829820212796e-02       2.057756461126e-03       3.752780145801e-04       8.829820212796e-02       1.360492133193e-03      -8.901269433635e-06       7.947071766182e-03       9.687098524895e-01       1.014080000000e+00       9.724000000000e-01 
       1.622065480463e+02       7.207255006865e-03       9.198524618084e+02       2.923252004805e-01       1.210605185482e+04       7.417626314471e+01       1.975786933695e+06       3.569990768510e+02       1.952222836381e-03       1.082025051411e-02       6.873144614824e-02       4.101823065655e-08       1.598119169980e-03       8.545402283598e-02       1.992458597874e-03       3.594845511668e-04       8.545402283598e-02       1.303234500945e-03      -8.478862735253e-06       8.030268117055e-03       9.690338756626e-01       1.014080000000e+00       9.724000000000e-01 
       1.604616389075e+02       7.328171656781e-03       9.258705621115e+02       2.875793365825e-01       1.210003375452e+04       7.494061026748e+01       1.953691280841e+06       3.585258083122e+02       1.870064120062e-03       1.047689635545e-02       6.655042198115e-02       4.101823065655e-08       1.530862800940e-03       8.270187482923e-02       1.929232802443e-03       3.443557509550e-04       8.270187482923e-02       1.248386539088e-03      -8.076521575650e-06       8.114363554141e-03       9.693546513211e-01       1.014080000000e+00       9.724000000000e-01 
       1.587353853187e+02       7.451083615610e-03       9.319225664952e+02       2.829112279221e-01       1.209398175013e+04       7.571260260214e+01       1.931836834895e+06       3.600544900191e+02       1.791363028835e-03       1.014443770038e-02       6.443860727616e-02       4.101823065655e-08       1.466436896150e-03       8.003876288438e-02       1.868013322832e-03       3.298636417917e-04       8.003876288438e-02       1.195846837362e-03      -7.693291629471e-06       8.199367793967e-03       9.696722097533e-01       1.014080000000e+00       9.724000000000e-01 
       1.570275878255e+02       7.576023498471e-03       9.380086508355e+02       2.783195824473e-01       1.208789566579e+04       7.649231271656e+01       1.910220993952e+06       3.615851069725e+02       1.715974049581e-03       9.822528806770e-03       6.239380584044e-02       4.101823065655e-08       1.404722336364e-03       7.746178997363e-02       1.808736493522e-03       3.159814287241e-04       7.746178997363e-02       1.145518253326e-03      -7.328264024716e-06       8.285290658075e-03       9.699865810097e-01       1.014080000000e+00       9.724000000000e-01 
       1.553380491062e+02       7.703024451420e-03       9.441289919767e+02       2.738031300335e-01       1.208177532465e+04       7.727981379917e+01       1.888841183996e+06       3.631176442379e+02       1.643757793053e-03       9.510834903759e-03       6.041389117196e-02       4.101823065655e-08       1.345605015436e-03       7.496815401615e-02       1.751340669262e-03       3.026834444566e-04       7.496815401615e-02       1.097307732751e-03      -6.980573174173e-06       8.372142074131e-03       9.702977949068e-01       1.014080000000e+00       9.724000000000e-01 
       1.536665739486e+02       7.832120160163e-03       9.502837677372e+02       2.693606221003e-01       1.207562054889e+04       7.807517966297e+01       1.867694858600e+06       3.646520869460e+02       1.574580736161e-03       9.209031843635e-03       5.849680424802e-02       4.101823065655e-08       1.288975629342e-03       7.255514473824e-02       1.695766160961e-03       2.899451018942e-04       7.255514473824e-02       1.051126137569e-03      -6.649394710521e-06       8.459932077085e-03       9.706058810269e-01       1.014080000000e+00       9.724000000000e-01 
       1.520129692276e+02       7.963344858944e-03       9.564731569145e+02       2.649908312346e-01       1.206943115971e+04       7.887848474961e+01       1.846779498636e+06       3.661884202937e+02       1.508314975094e-03       8.916805764713e-03       5.664055138397e-02       4.101823065655e-08       1.234729474087e-03       7.022014063840e-02       1.641955173618e-03       2.777428486827e-04       7.022014063840e-02       1.006888081057e-03      -6.333943520136e-06       8.548670810341e-03       9.709108687167e-01       1.014080000000e+00       9.724000000000e-01 
       1.503770438830e+02       8.096733339262e-03       9.626973392907e+02       2.606925508216e-01       1.206320697734e+04       7.968980413344e+01       1.826092611979e+06       3.677266295440e+02       1.444837988835e-03       8.633852764944e-03       5.484320215987e-02       4.101823065655e-08       1.182766252112e-03       6.796060605387e-02       1.589851746211e-03       2.660541236614e-04       6.796060605387e-02       9.645117699721e-04      -6.033471870863e-06       8.638368526903e-03       9.712127870913e-01       1.014080000000e+00       9.724000000000e-01 
       1.487586088973e+02       8.232320959036e-03       9.689564956380e+02       2.564645946815e-01       1.205694782099e+04       8.050921352550e+01       1.805631733219e+06       3.692667000274e+02       1.384032412627e-03       8.359878585864e-03       5.310288741292e-02       4.101823065655e-08       1.132989886848e-03       6.577408832514e-02       1.539401693507e-03       2.548573151495e-04       6.577408832514e-02       9.239188533108e-04      -5.747267629264e-06       8.729035590580e-03       9.715116650334e-01       1.014080000000e+00       9.724000000000e-01 
       1.471574772736e+02       8.370143651919e-03       9.752508077240e+02       2.523057967134e-01       1.205065350891e+04       8.133678927763e+01       1.785394423377e+06       3.708086171417e+02       1.325785820974e-03       8.094598306581e-03       5.141779729361e-02       4.101823065655e-08       1.085308345083e-03       6.365821505518e-02       1.490552549708e-03       2.441317209872e-04       6.365821505518e-02       8.850342774508e-04      -5.474652563050e-06       8.820682477183e-03       9.718075311941e-01       1.014080000000e+00       9.724000000000e-01 
       1.455734640145e+02       8.510237936447e-03       9.815804583170e+02       2.482150105453e-01       1.204432385831e+04       8.217260838646e+01       1.765378269626e+06       3.723523663530e+02       1.269990519774e-03       7.837736047471e-03       4.978617938361e-02       4.101823065655e-08       1.039633466795e-03       6.161069146003e-02       1.443253513890e-03       2.338575102590e-04       6.161069146003e-02       8.477861473786e-04      -5.214980724616e-06       8.913319775720e-03       9.721004139952e-01       1.014080000000e+00       9.724000000000e-01 
       1.440063861006e+02       8.652640925669e-03       9.879456311921e+02       2.441911091909e-01       1.203795868544e+04       8.301674849747e+01       1.745580885003e+06       3.738979331961e+02       1.216543347198e-03       7.589024683273e-03       4.820633687326e-02       4.101823065655e-08       9.958808021487e-04       5.962929780790e-02       1.397455397170e-03       2.240156866277e-04       5.962929780790e-02       8.121055937607e-04      -4.967636911798e-06       9.006958189631e-03       9.723903416295e-01       1.014080000000e+00       9.724000000000e-01 
       1.424560624689e+02       8.797390336915e-03       9.943465111359e+02       2.402329847120e-01       1.203155780549e+04       8.386928790900e+01       1.725999908143e+06       3.754453032748e+02       1.165345482953e-03       7.348205565293e-03       4.667662679701e-02       4.101823065655e-08       9.539694553561e-04       5.771188694361e-02       1.353110571555e-03       2.145880532112e-04       5.771188694361e-02       7.779266456093e-04      -4.732035202160e-06       9.101608538029e-03       9.726773420606e-01       1.014080000000e+00       9.724000000000e-01 
       1.409223139924e+02       8.944524501392e-03       1.000783283953e+03       2.363395478871e-01       1.202512103268e+04       8.473030557631e+01       1.706633002997e+06       3.769944622628e+02       1.116302265568e-03       7.115028252421e-03       4.519545832483e-02       4.101823065655e-08       9.138219351039e-04       5.585638189550e-02       1.310172920412e-03       2.055571789376e-04       5.585638189550e-02       7.451861083057e-04      -4.507617557279e-06       9.197281756937e-03       9.729614430258e-01       1.014080000000e+00       9.724000000000e-01 
       1.394049634594e+02       9.094082374312e-03       1.007256136469e+03       2.325097278871e-01       1.201864818016e+04       8.559988111558e+01       1.687477858567e+06       3.785453959038e+02       1.069323017372e-03       6.889250250681e-03       4.376129110773e-02       4.101823065655e-08       8.753640112779e-04       5.406077356211e-02       1.268597790502e-03       1.969063663167e-04       5.406077356211e-02       7.138234467581e-04      -4.293852493685e-06       9.293988900557e-03       9.732426720361e-01       1.014080000000e+00       9.724000000000e-01 
       1.379038355525e+02       9.246103545123e-03       1.013765256541e+03       2.287424719547e-01       1.201213906009e+04       8.647809480791e+01       1.668532188636e+06       3.800980900119e+02       1.024320876837e-03       6.670636761049e-03       4.237263367598e-02       4.101823065655e-08       8.385245777158e-04       5.232311847593e-02       1.228341945551e-03       1.886196205670e-04       5.232311847593e-02       6.837806734759e-04      -4.090233817270e-06       9.391741142555e-03       9.735210563772e-01       1.014080000000e+00       9.724000000000e-01 
       1.364187568288e+02       9.400628247583e-03       1.020310833059e+03       2.250367450917e-01       1.200559348357e+04       8.736502760337e+01       1.649793731504e+06       3.816525304726e+02       9.812126379758e-04       6.458960435276e-03       4.102804188794e-02       4.101823065655e-08       8.032355207374e-04       5.064153664149e-02       1.189363521281e-03       1.806816200428e-04       5.064153664149e-02       6.550022413547e-04      -3.896279418120e-06       9.490549777337e-03       9.737966231114e-01       1.014080000000e+00       9.724000000000e-01 
       1.349495557000e+02       9.557697370408e-03       1.026893055952e+03       2.213915297510e-01       1.199901126068e+04       8.826076112495e+01       1.631260249728e+06       3.832087032424e+02       9.399185965014e-04       6.254001139450e-03       3.972611742831e-02       4.101823065655e-08       7.694315932059e-04       4.901420944548e-02       1.151621981873e-03       1.730776879052e-04       4.901420944548e-02       6.274349409735e-04      -3.711530122880e-06       9.590426221362e-03       9.740693990775e-01       1.014080000000e+00       9.724000000000e-01 
       1.334960624119e+02       9.717352467994e-03       1.033512116195e+03       2.178058255335e-01       1.199239220043e+04       8.916537767258e+01       1.612929529858e+06       3.847665943499e+02       9.003624024571e-04       6.055545725072e-03       3.846550635388e-02       4.101823065655e-08       7.370502938913e-04       4.743937763634e-02       1.115078077814e-03       1.657937649857e-04       4.743937763634e-02       6.010278022140e-04      -3.535548601910e-06       9.691382014470e-03       9.743394108916e-01       1.014080000000e+00       9.724000000000e-01 
       1.320581090256e+02       9.879635770986e-03       1.040168205815e+03       2.142786488920e-01       1.198573611081e+04       9.007896022711e+01       1.594799382185e+06       3.863261898957e+02       8.624709190516e-04       5.863387807387e-03       3.724489768553e-02       4.101823065655e-08       7.060317519089e-04       4.591533937098e-02       1.079693805080e-03       1.588163837917e-04       4.591533937098e-02       5.757320000201e-04      -3.367918328597e-06       9.793428821193e-03       9.746066849497e-01       1.014080000000e+00       9.724000000000e-01 
       1.306355293975e+02       1.004459019747e-02       1.046861517894e+03       2.108090328389e-01       1.197904279874e+04       9.100159245425e+01       1.576867640487e+06       3.878874760530e+02       8.261740874339e-04       5.677327550756e-03       3.606302204482e-02       4.101823065655e-08       6.763186160226e-04       4.444044832648e-02       1.045432365610e-03       1.521326436061e-04       4.444044832648e-02       5.515007641235e-04      -3.208242588333e-06       9.896578432119e-03       9.748712474279e-01       1.014080000000e+00       9.724000000000e-01 
       1.292281591604e+02       1.021225936423e-02       1.053592246579e+03       2.073960266603e-01       1.197231207005e+04       9.193335870858e+01       1.559132161776e+06       3.894504390679e+02       7.914047971586e-04       5.497171460835e-03       3.491865033397e-02       4.101823065655e-08       6.478559486057e-04       4.301311187447e-02       1.012258129038e-03       1.457301866344e-04       4.301311187447e-02       5.282892925689e-04      -3.056143534794e-06       1.000084276526e-02       9.751331242829e-01       1.014080000000e+00       9.724000000000e-01 
       1.278358357042e+02       1.038268759780e-02       1.060360587084e+03       2.040386956342e-01       1.196554372955e+04       9.287434403742e+01       1.541590826052e+06       3.910150652598e+02       7.580987621034e-04       5.322732183348e-03       3.381059245757e-02       4.101823065655e-08       6.205911240653e-04       4.163178931612e-02       9.801365956423e-04       1.395971751565e-04       4.163178931612e-02       5.060546688778e-04      -2.911261291242e-06       1.010623386740e-02       9.753923412550e-01       1.014080000000e+00       9.724000000000e-01 
       1.264583981577e+02       1.055591994626e-02       1.067166735698e+03       2.007361207549e-01       1.195873758093e+04       9.382463418483e+01       1.524241536054e+06       3.925813410215e+02       7.261944016087e-04       5.153828309249e-03       3.273769608501e-02       4.101823065655e-08       5.944737315410e-04       4.029499017574e-02       9.490343604655e-04       1.337222696391e-04       4.029499017574e-02       4.847557826989e-04      -2.773253094709e-06       1.021276391552e-02       9.756489238673e-01       1.014080000000e+00       9.724000000000e-01 
       1.250956873694e+02       1.073200219103e-02       1.074010889788e+03       1.974873984612e-01       1.195189342684e+04       9.478431559545e+01       1.507082217023e+06       3.941492528198e+02       6.956327266180e-04       4.990284186065e-03       3.169884545203e-02       4.101823065655e-08       5.694554816983e-04       3.900127255099e-02       9.189190785738e-04       1.280946077697e-04       3.900127255099e-02       4.643532537980e-04      -2.641792481002e-06       1.032044521820e-02       9.759028974267e-01       1.014080000000e+00       9.724000000000e-01 
